label,sentence
1204,Danske Bank is Denmark 's largest bank with 3.5 million customers .,1
1205,Decisions are to be made as quickly as possible .,1
1206,Deliveries by Outotec will take place over 30 months .,1
1207,"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 .",1
1208,Delivery is due in the second half of 2011 .,1
1209,"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .",1
1210,"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",1
1211,"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them .",1
1212,"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region .",1
1213,"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) .",1
1214,"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",1
1215,Eriikka S+Âderstr+Âm has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .,1
1216,"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila .",1
1217,EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .,1
1218,"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .",1
1219,Feed companies Suomen Rehu and Raisio do no import GMO feed .,1
1220,"Financial , strategic and operational factors are considered .",1
1221,Financial details were n't disclosed .,1
1222,Financial terms were not disclosed .,1
1223,Financial terms were n't disclosed .,1
1224,"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .",1
1225,"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",1
1226,Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,1
1227,"Following the move , Stora Enso holding in NewPage will remain unchanged .",1
1228,"Following the registration , the share capital of Biotie is EUR 52,556,678.10 .",1
1229,"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .",1
1230,For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,1
1231,"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced .",1
1232,"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",1
1233,"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",1
1234,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland .",1
1235,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",1
1236,He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,1
1237,He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,1
1238,"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",1
1239,Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,1
1240,Her present position is the director of Stockmann 's international department stores .,1
1241,Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,1
1242,"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .",1
1243,"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",1
1244,"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .",1
1245,Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',1
1246,"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .",1
1247,"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",1
1248,"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .",1
1249,"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",1
1250,"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .",1
1251,"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .",1
1252,"In addition , MIDs are always online and enable full Internet browsing .",1
1253,"In addition , the contract includes modification of the effluent treatment plant at Follum .",1
1254,"In his current position , Manty has worked since 1996 .",1
1255,"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .",1
1256,In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,1
1257,"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",1
1258,"In this way , the industry 's starting point has been the consumers ' needs .",1
1259,"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",1
1260,"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",1
1261,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",1
1262,Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,1
1263,"Includes company and brand share data by category , as well as distribution channel data .",1
1264,"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",1
1265,"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",1
1266,Investment management and investment advisory services are the company 's sole line of business .,1
1267,Investments are not disclosed .,1
1268,Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .,1
1269,"ISMS does not disclose its financial results , the daily said .",1
1270,"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",1
1271,It is expected to be online by 2011 .,1
1272,It 's not .,1
1273,It was decided that the auditors are reimbursed according to invoice .,1
1274,It will report full-year results on August 22 .,1
1275,"Its annual capacity is some 10,000 MW .",1
1276,Its market share is 6 percent according to AC Nielsen 's 2008 data .,1
1277,"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",1
1278,"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",1
1279,"Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen .",1
1280,"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",1
1281,Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,1
1282,"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",1
1283,Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,1
1284,"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",1
1285,"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .",1
1286,"L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",1
1287,Lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,1
1288,"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",1
1289,( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),1
1290,( The acquisition sum has not been disclosed . ),1
1291,"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71 .",1
1292,"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over .",1
1293,"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .",1
1294,Market data and analytics are derived from primary and secondary research .,1
1295,"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .",1
1296,"Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding .",1
1297,"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",1
1298,Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,1
1299,"More than 50,000 tonnes of asphalt mix will be used in the contract .",1
1300,"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",1
1301,"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",1
1302,ND = Not disclosed .,1
1303,Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,1
1304,"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",1
1305,New Novator products are supposed to be exported .,1
1306,"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",1
1307,No changes in media activity were seen in October compared with September .,1
1308,No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,1
1309,No financial details were revealed .,1
1310,No financial information was provided .,1
1311,No other ev3 devices were involved in this action .,1
1312,Nordea was the cheapest also for a couple in their 30s with debt .,1
1313,"Nordstjernan will make the offer in approximately one month , in September 2007 .",1
1314,Number of offers received for this contract is two .,1
1315,NWC ANALYSIS :,1
1316,Odell has not contacted the State of Finland in this issue .,1
1317,"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",1
1318,Okmetic has used the furnaces for the contract manufacturing of solar crystals .,1
1319,Okmetic revised its 2010 financial outlook based on its order book .,1
1320,"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .",1
1321,"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position .",1
1322,"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",1
1323,"Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .",1
1324,"Originally posted to the PCMag.com security blog , Security Watch .",1
1325,Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,1
1326,"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",1
1327,Other details were not provided .,1
1328,Panostaja did not disclose the purchase price .,1
1329,Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,1
1330,Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,1
1331,Ponsse will divide its sales and maintenance service network into six geographical areas .,1
1332,"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .",1
1333,"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",1
1334,"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .",1
1335,"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .",1
1336,"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",1
1337,"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .",1
1338,"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",1
1339,"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",1
1340,"Purchase it for the 12MP snapper , if nothing else .",1
1341,R&D Loan ) .,1
1342,Raisio is the site of the main production plants as well as company headquarters .,1
1343,Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,1
1344,"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .",1
1345,"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",1
1346,RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria .,1
1347,"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",1
1348,"s business sectors are building construction , infrastructure construction and technical building services .",1
1349,"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported .",1
1350,SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .,1
1351,Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .,1
1352,Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics .,1
1353,"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",1
1354,"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector .",1
1355,"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform .",1
1356,"So far as is known , he did not sell shares that he owns personally .",1
1357,"Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new Ixonos shares .",1
1358,"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia .",1
1359,Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,1
1360,"Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions .",1
1361,"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 .",1
1362,Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .,1
1363,Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,1
1364,"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",1
1365,"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .",1
1366,Technopolis has approximately 130 customer companies in Jyvaskyla .,1
1367,"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide .",1
1368,"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",1
1369,Terms of the acquisition were not disclosed .,1
1370,Terms were not disclosed .,1
1371,"The 19,200-square metre technology center is located near University of Tampere in central Tampere .",1
1372,"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .",1
1373,The acquisition is expected to take place by the end of August 2007 .,1
1374,"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .",1
1375,"The Annual Report contains the financial statements , the consolidated financial statements , the report by the Board of Directors and the auditor 's report .",1
1376,"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares .",1
1377,"The approximately 20,000 dwt vessel has been ordered from India .",1
1378,The arrangements do not apply to the group 's units outside Finland .,1
1379,The bank VTB24 provides mortgage loans to buy apartments in the complex at 11-13 % per annum in rubles .,1
1380,"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products .",1
1381,The bond has a value of EUR150m and a maturity of 4 years .,1
1382,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla .",1
1383,"The business units of the InvestLesProm Group cover the full forest industry chain , and the Group owns forests , sawmills , paper and pulp mills , and other processing plants .",1
1384,"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers .",1
1385,"The casing comprises a first side casing member provided with the first side vat segment and a second side casing member provided with the second side vat segment , at least the first side casing member being pivotable about a rotation axis .",1
1386,"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .",1
1387,The combined value of the orders is almost EUR 3mn .,1
1388,The combined value of the orders is EUR 45mn .,1
1389,The combined value of the planned investments is about EUR 30mn .,1
1390,"The company can not give up palm oil altogether , however .",1
1391,The company did not disclose the price of the acquisition .,1
1392,The company distributes Hiab 's products as well as other products .,1
1393,The company does not disclose the sum it applied for .,1
1394,The company expects meat purchases to remain at about 8mn kilos in 2011 .,1
1395,"The company has decided to stop the operations of Ruukki Construction Division in Latvia and Lithuania , and concentrate the production and logistics in Parnu , Estonia in 2009 .",1
1396,"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",1
1397,The company may at any time have in its possession one tenth of all its shares at the maximum .,1
1398,The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,1
1399,"The company operates worldwide and employs in total approximately 47,000 persons .",1
1400,The company reiterates its outlook for 2009 .,1
1401,"The company 's board of directors will propose a dividend of EUR 0.95 per share for 2008 at the annual general meeting , scheduled to be held on March 23 , 2009 .",1
1402,The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,1
1403,The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .,1
1404,The company 's model is based on developer contracting construction projects and customer focused project management .,1
1405,The company said that the results of the third quarter do not include non-recurring items .,1
1406,The company says the measures are no longer needed .,1
1407,"The Company serves approximately 3,000 customers in over 100 countries .",1
1408,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",1
1409,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",1
1410,"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",1
1411,"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",1
1412,The company will propose a dividend of EUR0 .12 per share for 2008 .,1
1413,"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",1
1414,"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",1
1415,The contract has been allotted as per lowest price criteria .,1
1416,"The contract includes design , construction , delivery of equipment , installation and commissioning .",1
1417,"The contract includes software licences , application maintenance and training .",1
1418,"The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP .",1
1419,The contract is for next year .,1
1420,The contract will take effect in 2009 for a five or ten year period .,1
1421,"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",1
1422,The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir .,1
1423,"The deal includes the entire personnel of PlanMill Oy , who will transfer to the new company as so-called old employees .",1
1424,The divested stake represented about 2.7 m shares in Okmetic 's capital .,1
1425,The dividends payable annually shall be deducted from the share subscription price .,1
1426,The duration of the contract is 37 months .,1
1427,The ECB can mainly target inflation .,1
1428,The employee negotiations are to address measures needed to adjust the operations to the present production situation .,1
1429,The energy shot is packed in a 100-millilitre bag with a screw cap .,1
1430,The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,1
1431,"The facility will be used to refinance Citycon 's existing credit facility , the company said .",1
1432,The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,1
1433,The financial details of the acquisition were not disclosed .,1
1434,The financial details of the transaction were not disclosed .,1
1435,The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .,1
1436,The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com .,1
1437,"The firm is headquartered in Vantaa , southern Finland and has 16 employees .",1
1438,"The firm 's services include copying , printing , CAD-modelling , digital printing , scanning , SokoPro project bank and courier services .",1
1439,The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .,1
1440,"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .",1
1441,"The flagship will open this fall in Manhattan 's Flatiron District in the `` Toy Building , '' at 200 Fifth Avenue .",1
1442,The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .,1
1443,The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,1
1444,The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,1
1445,"The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products .",1
1446,"The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal .",1
1447,"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",1
1448,The idea of saving electricity in data transfer is still a new one .,1
1449,The identity of the buyer is not yet known .,1
1450,The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .,1
1451,The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed .,1
1452,The investment would be some EUR5m .,1
1453,"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .",1
1454,The machinery now ordered will be placed in a new mill with an annual production capacity of 40 000 m3 of overlaid birch plywood .,1
1455,"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .",1
1456,"The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent .",1
1457,"The market value of one crane is some USD6m , reported the Finnish news agency STT .",1
1458,"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",1
1459,"The maximum obligated total trades per day is ISK 400,000,000 market value .",1
1460,The medium-term operative targets of the company remain unchanged .,1
1461,The MET is located in the Central Business District ( CBD ) of Bangkok .,1
1462,The name of the newspaper publishing and printing division Sanoma will be changed to Sanoma News .,1
1463,"The Network Test Business is part of Elektrobit 's Test and Automation Business Segment and employs 39 people in Finland and 22 people abroad , mainly in the US and Asia .",1
1464,The new chain has 700 discount stores and 250 supermarkets .,1
1465,"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .",1
1466,"The new Kroksberg railway tunnel will be built on a new section of track between Harnosand and Veda , forming part of the line that follows the coast of the Gulf of Bothnia .",1
1467,The new location is n't the only change Wellmont has in store for its air transport service .,1
1468,The new name of the Sanoma Division will be Sanoma News .,1
1469,The Notice in its entirety with other proposals from the Nomination Committee and the Board will be published at least four weeks before 28 April on the company 's website and in Post - och Inrikes Tidningar and Dagens Industri .,1
1470,"The number of class A shares remains unchanged at 9,526,089 shares .",1
1471,"The objective is that trading in the shares will commence on May 2 , 2007 .",1
1472,The online ice chart shows no ice in the area of Estonia 's sea ports on the coast of the Gulf of Finland .,1
1473,"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden .",1
1474,The order is included in Metso 's fourth quarter 2007 order backlog .,1
1475,The order is related to renewing the network of the telecommunications operator .,1
1476,The parties have therefore agreed to leave Avena out of the deal .,1
1477,The passenger tunnel is expected to be put into operation in 2009 .,1
1478,The plant is expected to enter commercial operation by mid-2009 .,1
1479,The plant is expected to start production in the first half of 2007 .,1
1480,The plant will collect raw material from the Baltic Sea region .,1
1481,"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . ''",1
1482,The platform would continue to be the development framework for Symbian and MeeGo .,1
1483,"The Point Village , designed by Scott Tallon Walker , will include a shopping center , office premises , a hotel and a cinema .",1
1484,"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .",1
1485,The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption .,1
1486,"The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications .",1
1487,The presentation material can be viewed on the company 's website in English after the conference .,1
1488,The previous offer was 3.4 % of voting rights and 12.3 % of capital .,1
1489,"The product advisory does not apply to any other Nokia-branded battery , the company said .",1
1490,The project also implies an underground parking lot for 56 vehicles .,1
1491,The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,1
1492,The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,1
1493,The purchase price was not disclosed .,1
1494,The reductions will be concluded by autumn 2010 .,1
1495,"The reductions will be implemented immediately , beginning in October 2009 .",1
1496,"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .",1
1497,"The report profiles 158 companies including many key and niche players including major Nonwovens manufacturers such as Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , EI .",1
1498,The report will be emailed within 2 business days of an order .,1
1499,"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .",1
1500,The sale price was not disclosed .,1
1501,The sales price was not disclosed .,1
1502,"The second variant offers complete final finishing of any selected apartment with foreign high quality materials ( Finland , Denmark , Germany , France ) .",1
1503,"The sellers include 40 shareholders , including Intellibis management , employees and other investors .",1
1504,The sellers were EOSS Innovationsmanagement and a group of private individuals .,1
1505,The sellers were the founders of the company .,1
1506,The serial bond is part of the plan to refinance the short-term credit facility .,1
1507,"The share capital of Basware Corporation is 11,720,829 .",1
1508,"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",1
1509,The share subscription period for stock options 2007A is between 1 April 2010 and 31 March 2012 .,1
1510,The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .,1
1511,The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares .,1
1512,The size of a cider bottle will remain unchanged .,1
1513,"The start of the negotiations , relating to Glaston 's efficiency program , was announced in October .",1
1514,"The subject of the project is provide to the company like : Software programming and consultancy services , Computer-related services , Data services , Computer support and consultancy services , Internet services etc. .",1
1515,"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said .",1
1516,"The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks .",1
1517,"The total number of voting rights is 74,612,523 .",1
1518,"The total restructuring costs are expected to be about EUR 30mn , of which EUR 13.5 mn was booked in December 2008 .",1
1519,"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .",1
